ODOMETRY 0.100692392654 0.100072845247 0.000171392857486
SENSOR 1 1.89645381418 0.374031885671
SENSOR 2 3.85367751107 1.51951017943
ODOMETRY 0.0993660353102 0.0999680211112 -0.000241341506349
SENSOR 1 1.8392269046 0.248025655056
SENSOR 2 3.91387355108 1.39726707495
ODOMETRY 0.0997056655583 0.0998689792349 -0.00063038520325
SENSOR 1 1.95242998215 0.190384949464
SENSOR 2 3.99572623685 1.23735748531
ODOMETRY 0.100542922706 0.0999857088967 -0.000289223655712
SENSOR 1 1.79438369627 0.0927032588644
SENSOR 2 3.78308817367 1.19985626141
